name,state,ingredients,calories_per_100g,spice_level,sweet_level,salty_level,sour_level,bitter_level,taste(0/1),prep_time,cook_time,diet_type_veg,diet_type_nonveg,diet_type_fast,diet_type_jain,diet_type_halal,meal_breakfast,meal_brunch,meal_lunch,meal_snack,meal_dinner,course_soup,course_salad,course_appetizer(starter),course_maincourse,course_sidedish,course_dessert,course_beverage,popularity,health_score,clean_name,clean_ingredients,popularity_score,cluster
Ulli Vada,Kerala,"onion, lentil flour",220,0.5,0.1,0.6,0.1,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5,ulli vada,onion,0.9,0
Kalan,Kerala,"raw banana, yogurt",100,0.3,0.2,0.5,0.4,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8,kalan,raw banana,0.5,10
Pineapple Pulissery,Kerala,"pineapple, yogurt, coconut",110,0.3,0.4,0.4,0.6,0.1,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8,pineapple pulissery,pineapple,0.5,2
Mambazha Pulissery,Kerala,"ripe mango, yogurt, coconut",120,0.2,0.5,0.4,0.6,0.1,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.7,mambazha pulissery,ripe mango,0.5,2
Kappa Vevichathu,Kerala,"tapioca, coconut",150,0.4,0.1,0.6,0.1,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.6,kappa vevichathu,tapioca,0.5,0
Achappam,Kerala,"rice flour, coconut milk",280,0.1,0.4,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,med,0.5,achappam,rice flour,0.5,5
Pazham Nirachathu,Kerala,"plantain, coconut, jaggery",200,0.1,0.7,0.2,0.1,0.1,1,20,15,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.6,pazham nirachathu,plantain,0.5,3
Vendakka Mappas,Kerala,"okra, coconut milk",100,0.4,0.2,0.5,0.1,0.2,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8,vendakka mappas,okra,0.5,0
Puli Inji,Kerala,"ginger, tamarind",70,0.7,0.1,0.5,0.9,0.3,1,15,20,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,med,0.7,puli inji,ginger,0.5,12
Varutharacha Sambar,Kerala,"lentils, roasted coconut",100,0.6,0.2,0.6,0.3,0.1,1,25,35,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8,varutharacha sambar,lentils,0.9,10
Chakka Pradhaman,Kerala,"jackfruit, jaggery, coconut milk",220,0.1,0.8,0.2,0.1,0.1,1,30,45,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,high,0.5,chakka pradhaman,jackfruit,0.9,3
Thenga Choru,Kerala,"rice, coconut",200,0.2,0.2,0.4,0.1,0.1,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.7,thenga choru,rice,0.5,5
Mathi Fry,Kerala,"sardines, spices",180,0.7,0.1,0.8,0.1,0.1,1,20,15,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,high,0.7,mathi fry,sardines,0.9,10
Mutta Curry,Kerala,"eggs, coconut milk, spices",160,0.6,0.2,0.7,0.2,0.1,1,15,25,0,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,high,0.7,mutta curry,eggs,0.9,10
Pulinkari,Kerala,"tamarind, green banana, jaggery",110,0.4,0.5,0.3,0.8,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8,pulinkari,tamarind,0.5,2
Neymeen Pollichathu,Kerala,"seer fish, banana leaf, spices",180,0.7,0.1,0.6,0.2,0.1,1,25,35,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8,neymeen pollichathu,seer fish,0.9,13
Chena Mezhkkupuratti,Kerala,"elephant yam, spices",140,0.6,0.2,0.5,0.1,0.2,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.7,chena mezhkkupuratti,elephant yam,0.5,0
Kappa Biriyani,Kerala,"tapioca, spices, vegetables",220,0.7,0.2,0.6,0.1,0.1,1,30,45,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,kappa biriyani,tapioca,0.9,0
Meen Peera,Kerala,"fish, coconut, turmeric",150,0.5,0.1,0.7,0.2,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.7,meen peera,fish,0.5,13
Parippu Payasam,Kerala,"lentils, jaggery, coconut milk",200,0.1,0.9,0.2,0.1,0.1,1,20,40,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,high,0.6,parippu payasam,lentils,0.9,3
Kumbilappam,Kerala,"rice flour, jaggery, jackfruit",180,0.2,0.7,0.2,0.1,0.1,1,30,25,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.7,kumbilappam,rice flour,0.5,1
Nendran Chips,Kerala,"nendran banana, salt, oil",300,0.2,0.1,0.8,0.1,0.1,1,15,20,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,high,0.4,nendran chips,nendran banana,0.9,0
Kalathappam,Kerala,"rice flour, coconut, jaggery",220,0.1,0.7,0.2,0.1,0.1,1,20,30,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,med,0.6,kalathappam,rice flour,0.5,1
Kaya Norukku,Kerala,"raw banana, coconut oil, salt",170,0.3,0.1,0.7,0.1,0.1,1,15,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.6,kaya norukku,raw banana,0.5,10
Pineapple Kichadi,Kerala,"pineapple, yogurt, coconut",100,0.2,0.6,0.3,0.6,0.1,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8,pineapple kichadi,pineapple,0.9,2
Konju Roast,Kerala,"prawns, spices, coconut oil",160,0.8,0.1,0.7,0.2,0.1,1,20,25,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,high,0.7,konju roast,prawns,0.9,13
Muringakka Curry,Kerala,"drumstick, coconut, spices",80,0.5,0.2,0.5,0.3,0.2,1,15,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.9,muringakka curry,drumstick,0.5,10
Chakkakuru Mezhukkupuratti,Kerala,"jackfruit seeds, coconut oil, spices",130,0.4,0.2,0.5,0.1,0.2,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8,chakkakuru mezhukkupuratti,jackfruit seeds,0.5,10
Chembu Koottukari,Kerala,"colocasia, black chickpeas, coconut",140,0.5,0.2,0.6,0.1,0.1,1,25,35,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8,chembu koottukari,colocasia,0.9,0
Pacha Moru Curry,Kerala,"buttermilk, green chili, coconut",70,0.4,0.1,0.4,0.7,0.1,1,10,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.9,pacha moru curry,buttermilk,0.9,8
Chakka Varattiyathu,Kerala,"jackfruit, coconut oil, jaggery",190,0.2,0.7,0.3,0.1,0.1,1,30,40,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.6,chakka varattiyathu,jackfruit,0.5,3
Mulaku Bajji,Kerala,"green chili, gram flour, rice flour",150,0.9,0.1,0.5,0.1,0.3,1,15,15,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,high,0.5,mulaku bajji,green chili,0.9,8
Pazhampori Curry,Kerala,"ripe plantain, coconut, yogurt",140,0.3,0.6,0.4,0.5,0.1,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.7,pazhampori curry,ripe plantain,0.5,1
Kanji,Kerala,"rice, water, salt",80,0.1,0.1,0.3,0.1,0.1,1,5,20,1,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,high,0.8,kanji,rice,0.9,5
Mutta Mala,Kerala,"egg yolks, sugar, cardamom",280,0.1,0.9,0.1,0.1,0.1,1,30,20,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,med,0.4,mutta mala,egg yolks,0.5,3
Ari Kadukka,Kerala,"mussels, rice flour, spices",170,0.7,0.1,0.8,0.1,0.1,1,25,20,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,high,0.6,ari kadukka,mussels,0.9,13
Nendran Pazham Nurukku,Kerala,"nendran banana, jaggery, coconut",200,0.1,0.8,0.2,0.1,0.1,1,15,25,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.6,nendran pazham nurukku,nendran banana,0.5,3
Charu,Kerala,"tomato, tamarind, spices",60,0.6,0.2,0.5,0.8,0.1,1,10,20,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,high,0.9,charu,tomato,0.9,12
Elaneer Payasam,Kerala,"tender coconut, milk, sugar",180,0.1,0.8,0.1,0.1,0.1,1,20,30,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,high,0.7,elaneer payasam,tender coconut,0.9,3
Thoran,Kerala,"vegetables, coconut, spices",100,0.4,0.2,0.5,0.1,0.1,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.9,thoran,vegetables,0.9,5
Vazhakka Thoran,Kerala,"raw plantain, coconut, spices",110,0.4,0.2,0.5,0.1,0.2,1,20,25,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.8,vazhakka thoran,raw plantain,0.5,10
Meen Mulakittathu,Kerala,"fish, red chili, tamarind",140,0.9,0.1,0.6,0.7,0.1,1,20,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,meen mulakittathu,fish,0.9,12
Parippu Vada,Kerala,"lentils, onion, spices",220,0.5,0.1,0.7,0.1,0.1,1,30,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6,parippu vada,lentils,0.9,10
Olan,Kerala,"white pumpkin, cowpeas, coconut milk",90,0.2,0.3,0.4,0.1,0.1,1,20,30,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,med,0.9,olan,white pumpkin,0.5,10
Kozhukkatta,Kerala,"rice flour, coconut, jaggery",200,0.1,0.7,0.2,0.1,0.1,1,40,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.6,kozhukkatta,rice flour,0.9,1
Kinnathappam,Kerala,"rice flour, coconut, jaggery",190,0.1,0.7,0.2,0.1,0.1,1,30,25,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,med,0.7,kinnathappam,rice flour,0.5,1
Pazham Pidi,Kerala,"ripe banana, rice flour, coconut",170,0.1,0.6,0.2,0.1,0.1,1,25,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.7,pazham pidi,ripe banana,0.5,1
Unni Appam,Kerala,"rice flour, jaggery, banana",220,0.1,0.8,0.1,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.6,unni appam,rice flour,0.9,1
Parippu Pradhaman,Kerala,"lentils, jaggery, coconut milk",180,0.1,0.9,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,high,0.7,parippu pradhaman,lentils,0.9,3
Sulaimani,Kerala,"black tea, lemon, sugar",30,0.1,0.4,0.1,0.5,0.2,1,5,10,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,high,0.8,sulaimani,black tea,0.9,2
Ethakka Appam,Kerala,"ripe plantain, rice flour, jaggery",200,0.1,0.7,0.1,0.1,0.1,1,20,15,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.7,ethakka appam,ripe plantain,0.5,3
Mutta Marichathu,Kerala,"eggs, coconut, sugar",180,0.1,0.6,0.2,0.1,0.1,1,15,20,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.6,mutta marichathu,eggs,0.5,1
Karikku,Kerala,tender coconut water,46,0.1,0.3,0.1,0.1,0.1,1,5,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,high,0.9,karikku,tender coconut water,0.9,11
Chatti Pathiri,Kerala,"flour, eggs, coconut milk",240,0.2,0.5,0.3,0.1,0.1,1,40,30,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,chatti pathiri,flour,0.9,14
Kuzhalappam,Kerala,"rice flour, coconut, cumin",180,0.3,0.2,0.6,0.1,0.2,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.7,kuzhalappam,rice flour,0.5,5
Naranga Vellam,Kerala,"lemon, water, sugar",40,0.1,0.6,0.1,0.7,0.1,1,10,5,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,high,0.8,naranga vellam,lemon,0.9,2
Ada Pradhaman,Kerala,"rice ada, jaggery, coconut milk",220,0.1,0.9,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,high,0.6,ada pradhaman,rice ada,0.9,1
Kappa Vada,Kerala,"tapioca, onion, spices",180,0.6,0.1,0.7,0.1,0.1,1,30,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.6,kappa vada,tapioca,0.5,0
Masala Dosa,Kerala,"rice, urad dal, potato",220,0.5,0.1,0.6,0.2,0.1,1,60,15,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,high,0.7,masala dosa,rice,0.9,5
Pacha Vettu,Kerala,"green gram, coconut, jaggery",160,0.1,0.7,0.2,0.1,0.1,1,20,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.8,pacha vettu,green,0.5,3
Aval Vilayichathu,Kerala,"flattened rice, jaggery, coconut",180,0.1,0.8,0.1,0.1,0.1,1,15,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.7,aval vilayichathu,flattened rice,0.5,1
Kochi Soda,Kerala,"soda water, lemon, salt",30,0.1,0.2,0.5,0.6,0.1,1,5,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,high,0.8,kochi soda,soda water,0.9,8
Kallappam,Kerala,"rice, coconut milk, toddy",200,0.1,0.3,0.3,0.2,0.1,1,120,20,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,med,0.7,kallappam,rice,0.5,5
Vazhakka Cutlet,Kerala,"raw banana, spices, breadcrumbs",160,0.5,0.1,0.7,0.1,0.1,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,high,0.7,vazhakka cutlet,raw banana,0.9,10
Neyyappam,Kerala,"rice flour, ghee, jaggery",240,0.1,0.8,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,high,0.5,neyyappam,rice flour,0.9,1
Paal Payasam,Kerala,"rice, milk, sugar",180,0.1,0.8,0.1,0.1,0.1,1,20,40,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,high,0.6,paal payasam,rice,0.9,1
Inji Puli,Kerala,"ginger, tamarind, jaggery",80,0.6,0.5,0.2,0.8,0.3,1,20,30,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,med,0.8,inji puli,ginger,0.5,2
Pazhampori,Kerala,"ripe plantain, flour, sugar",220,0.1,0.6,0.2,0.1,0.1,1,15,10,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.5,pazhampori,ripe plantain,0.9,1
Chukku Kappi,Kerala,"dry ginger, coffee, spices",60,0.4,0.2,0.1,0.1,0.4,1,10,10,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,med,0.8,chukku kappi,dry ginger,0.5,11
Ari Unda,Kerala,"rice flour, jaggery, coconut",180,0.1,0.7,0.2,0.1,0.1,1,20,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,med,0.7,ari unda,rice flour,0.5,1
Therali Appam,Kerala,"rice flour, jaggery, cumin",200,0.2,0.7,0.2,0.1,0.2,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,med,0.7,therali appam,rice flour,0.5,1
Sharja Shake,Kerala,"milk, dates, nuts",200,0.1,0.8,0.2,0.1,0.1,1,10,5,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,high,0.7,sharja shake,milk,0.9,3
Erachi Puttu,Kerala,"rice flour, meat, coconut",240,0.6,0.1,0.7,0.1,0.1,1,30,25,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,erachi puttu,rice flour,0.9,5
Kulukki Sarbath,Kerala,"lemon, sugar, soda",50,0.1,0.5,0.1,0.7,0.1,1,10,5,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,high,0.8,kulukki sarbath,lemon,0.9,2
Bisi Bele Bath,Karnataka,"rice, lentils, vegetables, spices",220,0.7,0.1,0.6,0.2,0.1,1,20,40,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,high,0.8,bisi bele bath,rice,0.9,5
Mysore Masala Dosa,Karnataka,"rice, lentils, potato, spices",180,0.6,0.1,0.5,0.2,0.1,1,480,10,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,high,0.7,mysore masala dosa,rice,0.9,5
Ragi Mudde,Karnataka,"finger millet flour, water",150,0.1,0.1,0.2,0.1,0.2,1,10,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.9,ragi mudde,finger millet flour,0.9,7
Neer Dosa,Karnataka,"rice, water",120,0.1,0.1,0.3,0.1,0.1,1,480,5,1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,high,0.7,neer dosa,rice,0.9,5
Akki Roti,Karnataka,"rice flour, vegetables, spices",180,0.4,0.1,0.5,0.1,0.1,1,15,15,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,high,0.8,akki roti,rice flour,0.9,5
Rava Idli,Karnataka,"semolina, yogurt, spices",160,0.3,0.1,0.4,0.2,0.1,1,15,20,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.7,rava idli,semolina,0.9,0
Dharwad Peda,Karnataka,"milk, sugar",320,0.1,0.9,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,high,0.4,dharwad peda,milk,0.9,3
Mysore Pak,Karnataka,"gram flour, ghee, sugar",450,0.1,0.9,0.1,0.1,0.1,1,10,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,high,0.3,mysore pak,flour,0.9,14
Kosambari,Karnataka,"moong dal, cucumber, coconut",100,0.3,0.1,0.4,0.2,0.1,1,15,0,1,0,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,high,0.9,kosambari,moong dal,0.9,11
Mangalore Buns,Karnataka,"banana, flour, spices",220,0.3,0.4,0.3,0.2,0.1,1,30,15,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.6,mangalore buns,banana,0.9,10
Coorg Pandi Curry,Karnataka,"pork, spices",280,0.8,0.1,0.7,0.2,0.1,1,30,60,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,coorg pandi curry,pork,0.9,13
Obbattu/Holige,Karnataka,"flour, jaggery, coconut",300,0.1,0.8,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,high,0.5,obbattu/holige,flour,0.9,14
Kadabu,Karnataka,"rice flour, jaggery, coconut",260,0.1,0.7,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,med,0.6,kadabu,rice flour,0.5,1
Kane Rava Fry,Karnataka,"ladyfish, semolina, spices",220,0.6,0.1,0.7,0.1,0.1,1,15,15,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,high,0.7,kane rava fry,ladyfish,0.9,0
Gojju,Karnataka,"vegetables, tamarind, spices",80,0.5,0.1,0.4,0.8,0.1,1,15,20,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,high,0.8,gojju,vegetables,0.9,8
Chiroti,Karnataka,"flour, ghee, sugar",380,0.1,0.8,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,high,0.4,chiroti,flour,0.9,14
Ragi Roti,Karnataka,"finger millet flour, onions, spices",140,0.4,0.1,0.4,0.1,0.2,1,15,10,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.9,ragi roti,finger millet flour,0.9,7
Korri Gassi,Karnataka,"chicken, coconut, spices",240,0.8,0.1,0.6,0.3,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,korri gassi,chicken,0.9,9
Kesari Bath,Karnataka,"semolina, sugar, ghee",320,0.1,0.9,0.1,0.1,0.1,1,10,20,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,high,0.4,kesari bath,semolina,0.9,3
Sajjige,Karnataka,"semolina, coconut, sugar",280,0.1,0.6,0.2,0.1,0.1,1,5,15,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,high,0.6,sajjige,semolina,0.9,3
Nati Koli Saaru,Karnataka,"country chicken, spices",200,0.7,0.1,0.6,0.2,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,nati koli saaru,country chicken,0.9,9
Huggi,Karnataka,"broken wheat, lentils, vegetables",180,0.4,0.1,0.5,0.1,0.1,1,15,30,1,0,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,med,0.9,huggi,broken wheat,0.5,7
Coconut Rice,Karnataka,"rice, coconut, spices",220,0.3,0.2,0.5,0.1,0.1,1,10,20,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,high,0.7,coconut rice,rice,0.9,5
Bonda Soup,Karnataka,"lentil dumplings, spiced water",120,0.6,0.1,0.5,0.3,0.1,1,20,20,1,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,med,0.7,bonda soup,lentil dumplings,0.5,10
Kadubu,Karnataka,"rice flour, jaggery",240,0.1,0.7,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,med,0.6,kadubu,rice flour,0.5,1
Jolada Rotti,Karnataka,"jowar flour, water",160,0.2,0.1,0.3,0.1,0.1,1,15,15,1,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,0,high,0.9,jolada rotti,jowar flour,0.9,7
Kori Rotti,Karnataka,"chicken curry, rice wafers",280,0.7,0.1,0.7,0.2,0.1,1,30,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,kori rotti,chicken curry,0.9,9
Pathrode,Karnataka,"colocasia leaves, rice flour, spices",140,0.6,0.1,0.5,0.2,0.3,1,30,30,1,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,med,0.8,pathrode,colocasia leaves,0.5,11
Bisi Bele Huliyanna,Karnataka,"rice, lentils, tamarind, spices",200,0.7,0.1,0.6,0.4,0.1,1,20,40,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.8,bisi bele huliyanna,rice,0.9,5
Hayagreeva,Karnataka,"semolina, Bengal gram, jaggery",280,0.1,0.8,0.2,0.1,0.1,1,15,25,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,med,0.5,hayagreeva,semolina,0.5,3
Ragi Malt,Karnataka,"finger millet flour, milk, sugar",140,0.1,0.4,0.2,0.1,0.2,1,5,10,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,high,0.9,ragi malt,finger millet flour,0.9,7
Maddur Vada,Karnataka,"rice flour, semolina, onions",220,0.5,0.1,0.6,0.1,0.1,1,15,15,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,high,0.6,maddur vada,rice flour,0.9,5
Avalakki Uppittu,Karnataka,"beaten rice, vegetables, spices",180,0.5,0.1,0.6,0.2,0.1,1,10,15,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,high,0.7,avalakki uppittu,beaten rice,0.9,5
Gasagase Payasa,Karnataka,"poppy seeds, milk, sugar",200,0.1,0.7,0.1,0.1,0.2,1,10,20,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,med,0.5,gasagase payasa,poppy seeds,0.5,3
Kai Holé Ambade,Karnataka,"raw jackfruit, spices",120,0.6,0.1,0.5,0.2,0.2,1,30,40,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,med,0.8,kai holé ambade,raw jackfruit,0.5,10
Benne Dose,Karnataka,"rice, lentils, butter",240,0.3,0.1,0.5,0.1,0.1,1,480,10,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,high,0.6,benne dose,rice,0.9,5
Nargisi Kebab,Karnataka,"eggs, minced meat, spices",280,0.7,0.1,0.7,0.1,0.1,1,30,30,0,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,med,0.6,nargisi kebab,eggs,0.5,10
Chow Chow Bath,Karnataka,"semolina, vegetables, sugar",220,0.4,0.5,0.4,0.1,0.1,1,20,30,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,high,0.7,chow chow bath,semolina,0.9,0
Kundapura Chicken,Karnataka,"chicken, coconut, spices",260,0.8,0.1,0.6,0.3,0.1,1,20,40,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.7,kundapura chicken,chicken,0.9,9
Halbai,Karnataka,"rice, coconut, jaggery",300,0.1,0.8,0.2,0.1,0.1,1,30,30,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,med,0.5,halbai,rice,0.5,1
Nuchinunde,Karnataka,"lentils, rice, coconut",180,0.4,0.1,0.5,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,med,0.8,nuchinunde,lentils,0.5,10
Bele Obbattu,Karnataka,"chana dal, jaggery, coconut",280,0.1,0.7,0.3,0.1,0.1,1,40,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,high,0.6,bele obbattu,chana dal,0.9,3
Mamsam Curry,Karnataka,"mutton, spices",240,0.8,0.1,0.7,0.2,0.1,1,30,60,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,high,0.6,mamsam curry,mutton,0.9,4
Gokak Karadant,Karnataka,"rice flakes, groundnut, jaggery",320,0.1,0.6,0.3,0.1,0.1,1,20,20,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,med,0.5,gokak karadant,rice flakes,0.5,1
Vangi Bath,Karnataka,"eggplant, rice, spices",210,0.7,0.1,0.6,0.2,0.1,1,20,30,1,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,high,0.7,vangi bath,eggplant,0.9,10
Moong Dal Payasa,Karnataka,"moong dal, milk, sugar",180,0.1,0.8,0.1,0.1,0.1,1,15,25,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,med,0.6,moong dal payasa,moong dal,0.5,3
Kayi Holige,Karnataka,"coconut, jaggery, flour",290,0.1,0.8,0.2,0.1,0.1,1,30,20,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,high,0.5,kayi holige,coconut,0.9,3
